backend,id,kind,case,status,rotation_energy_error_eV,rotation_force_max_eV_A,translation_energy_error_eV,translation_force_max_eV_A,permutation_energy_error_eV,permutation_force_max_eV_A,reference_force_scale_eV_A,pair,distance_A,reference,energy_eV,radial_force_eV_A,net_force_eV_A,fd_steps_A,fd_force_errors_eV_A
mace,symmetry:dft/FC/CF0.2_d2.3.extxyz:0,symmetry,dft/FC/CF0.2_d2.3.extxyz:0,ok,0.0,1.0036416142611415e-13,0.0,3.9246383920499284e-14,6.821210263296962e-13,8.881784197001252e-15,11.574837283928176,,,,,,,,
mace,symmetry:dft/etch/trj_CF2_30eV.extxyz:0,symmetry,dft/etch/trj_CF2_30eV.extxyz:0,ok,0.0,5.90361093344427e-14,0.0,8.837375276016246e-14,0.0,4.884981308350689e-15,4.869336500288885,,,,,,,,
mace,symmetry:dft/mqa/mqa_Si.extxyz:0,symmetry,dft/mqa/mqa_Si.extxyz:0,ok,5.684341886080802e-14,1.8346435481930712e-14,5.684341886080802e-14,2.4202861936828413e-14,1.7053025658242404e-13,1.887379141862766e-15,1.1074092623757763,,,,,,,,
mace,symmetry:dft/qsd/qsd_data.extxyz:13,symmetry,dft/qsd/qsd_data.extxyz:13,ok,0.0,4.9911463850804694e-14,0.0,9.059419880941277e-14,0.0,4.773959005888173e-15,6.930880768986977,,,,,,,,
mace,pair:C-C:0.5,pair,,ok,,,,,,,,C-C,0.5,"none; qualitative diagnostic, not chemical accuracy",38.54120954978332,185.47608287733408,0.0,,
mace,pair:C-C:0.65,pair,,ok,,,,,,,,C-C,0.65,"none; qualitative diagnostic, not chemical accuracy",18.84527977103528,121.98791449582194,0.0,,
mace,pair:C-C:0.8,pair,,ok,,,,,,,,C-C,0.8,"none; qualitative diagnostic, not chemical accuracy",3.6417695964868897,90.5324942928507,0.0,"[0.001, 0.0005]","[0.0015731232640945336, 0.000393309676383069]"
mace,pair:C-C:1,pair,,ok,,,,,,,,C-C,1.0,"none; qualitative diagnostic, not chemical accuracy",-7.0361575429791685,25.37684734311537,0.0,,
mace,pair:C-C:1.2,pair,,ok,,,,,,,,C-C,1.2,"none; qualitative diagnostic, not chemical accuracy",-9.832064188525479,4.441099894842103,0.0,,
mace,pair:C-C:1.5,pair,,ok,,,,,,,,C-C,1.5,"none; qualitative diagnostic, not chemical accuracy",-9.00267106673375,-6.729982819924801,0.0,"[0.001, 0.0005]","[2.014814519046837e-05, 5.0370159536683445e-06]"
mace,pair:C-C:2,pair,,ok,,,,,,,,C-C,2.0,"none; qualitative diagnostic, not chemical accuracy",-5.449028141668065,-7.387878479308081,0.0,,
mace,pair:C-C:2.5,pair,,ok,,,,,,,,C-C,2.5,"none; qualitative diagnostic, not chemical accuracy",-3.134731169251544,-1.6158506389867764,0.0,,
mace,pair:C-C:3,pair,,ok,,,,,,,,C-C,3.0,"none; qualitative diagnostic, not chemical accuracy",-2.7901083490311995,-0.269896974160268,0.0,"[0.001, 0.0005]","[5.55866551177342e-07, 1.3896692524495435e-07]"
mace,pair:C-C:4,pair,,ok,,,,,,,,C-C,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.6123671471142793,-0.13434538836408966,0.0,,
mace,pair:C-C:6,pair,,ok,,,,,,,,C-C,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.52347014,0.0,0.0,,
mace,pair:C-F:0.5,pair,,ok,,,,,,,,C-F,0.5,"none; qualitative diagnostic, not chemical accuracy",65.02896308670007,399.03325371082485,0.0,,
mace,pair:C-F:0.65,pair,,ok,,,,,,,,C-F,0.65,"none; qualitative diagnostic, not chemical accuracy",28.760135545139427,146.8378621699484,0.0,,
mace,pair:C-F:0.8,pair,,ok,,,,,,,,C-F,0.8,"none; qualitative diagnostic, not chemical accuracy",8.088228730106305,98.78800156351649,0.0,"[0.001, 0.0005]","[0.0004970138854218931, 0.0001242559298049173]"
mace,pair:C-F:1,pair,,ok,,,,,,,,C-F,1.0,"none; qualitative diagnostic, not chemical accuracy",-3.5346335353144616,32.32408821888555,0.0,,
mace,pair:C-F:1.2,pair,,ok,,,,,,,,C-F,1.2,"none; qualitative diagnostic, not chemical accuracy",-7.138440379391328,6.263359092135272,0.0,,
mace,pair:C-F:1.5,pair,,ok,,,,,,,,C-F,1.5,"none; qualitative diagnostic, not chemical accuracy",-6.699921988637349,-5.352683002707128,0.0,"[0.001, 0.0005]","[1.646982199687841e-05, 4.117452203189487e-06]"
mace,pair:C-F:2,pair,,ok,,,,,,,,C-F,2.0,"none; qualitative diagnostic, not chemical accuracy",-3.8301701067242244,-5.020752900565232,0.0,,
mace,pair:C-F:2.5,pair,,ok,,,,,,,,C-F,2.5,"none; qualitative diagnostic, not chemical accuracy",-2.4789281680697055,-1.0051148552107159,0.0,,
mace,pair:C-F:3,pair,,ok,,,,,,,,C-F,3.0,"none; qualitative diagnostic, not chemical accuracy",-2.174659796376517,-0.4330033321490979,0.0,"[0.001, 0.0005]","[5.697090343925737e-08, 1.424308215813852e-08]"
mace,pair:C-F:4,pair,,ok,,,,,,,,C-F,4.0,"none; qualitative diagnostic, not chemical accuracy",-1.894462851901783,-0.1449626946614832,0.0,,
mace,pair:C-F:6,pair,,ok,,,,,,,,C-F,6.0,"none; qualitative diagnostic, not chemical accuracy",-1.7805555100000001,0.0,0.0,,
mace,pair:C-O:0.5,pair,,ok,,,,,,,,C-O,0.5,"none; qualitative diagnostic, not chemical accuracy",62.84914463959601,193.66631402010248,0.0,,
mace,pair:C-O:0.65,pair,,ok,,,,,,,,C-O,0.65,"none; qualitative diagnostic, not chemical accuracy",27.275892915460314,257.55533752514026,0.0,,
mace,pair:C-O:0.8,pair,,ok,,,,,,,,C-O,0.8,"none; qualitative diagnostic, not chemical accuracy",-0.12211096194899218,111.2631399108833,0.0,"[0.001, 0.0005]","[0.0010562662736930406, 0.00026407918309701017]"
mace,pair:C-O:1,pair,,ok,,,,,,,,C-O,1.0,"none; qualitative diagnostic, not chemical accuracy",-12.221137544596663,25.261206469702245,0.0,,
mace,pair:C-O:1.2,pair,,ok,,,,,,,,C-O,1.2,"none; qualitative diagnostic, not chemical accuracy",-13.61545916640064,-5.128036705103318,0.0,,
mace,pair:C-O:1.5,pair,,ok,,,,,,,,C-O,1.5,"none; qualitative diagnostic, not chemical accuracy",-10.502600311014033,-12.11967394012268,0.0,"[0.001, 0.0005]","[5.334812684054668e-06, 1.3336825901433258e-06]"
mace,pair:C-O:2,pair,,ok,,,,,,,,C-O,2.0,"none; qualitative diagnostic, not chemical accuracy",-5.256854139174113,-7.930180216518933,0.0,,
mace,pair:C-O:2.5,pair,,ok,,,,,,,,C-O,2.5,"none; qualitative diagnostic, not chemical accuracy",-3.2954427356100267,-1.1832048301962954,0.0,,
mace,pair:C-O:3,pair,,ok,,,,,,,,C-O,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.0176088745559477,-0.2614527550289836,0.0,"[0.001, 0.0005]","[2.8877932933824013e-07, 7.219435715910549e-08]"
mace,pair:C-O:4,pair,,ok,,,,,,,,C-O,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.867176045381256,-0.09370226249399216,0.0,,
mace,pair:C-O:6,pair,,ok,,,,,,,,C-O,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.81012291,0.0,0.0,,
mace,pair:C-Si:0.5,pair,,ok,,,,,,,,C-Si,0.5,"none; qualitative diagnostic, not chemical accuracy",44.39723441847492,137.454122245637,0.0,,
mace,pair:C-Si:0.65,pair,,ok,,,,,,,,C-Si,0.65,"none; qualitative diagnostic, not chemical accuracy",35.452909344626725,-2.369732955039206,0.0,,
mace,pair:C-Si:0.8,pair,,ok,,,,,,,,C-Si,0.8,"none; qualitative diagnostic, not chemical accuracy",28.59560162938567,113.32306719679765,0.0,"[0.001, 0.0005]","[0.0018940343932314363, 0.0004735014823751271]"
mace,pair:C-Si:1,pair,,ok,,,,,,,,C-Si,1.0,"none; qualitative diagnostic, not chemical accuracy",8.9542924075051,69.58091935997012,0.0,,
mace,pair:C-Si:1.2,pair,,ok,,,,,,,,C-Si,1.2,"none; qualitative diagnostic, not chemical accuracy",-0.7298067850531982,33.80152171314396,0.0,,
mace,pair:C-Si:1.5,pair,,ok,,,,,,,,C-Si,1.5,"none; qualitative diagnostic, not chemical accuracy",-5.833832018596487,6.228819653010796,0.0,"[0.001, 0.0005]","[2.5046274067186403e-05, 6.261545627772591e-06]"
mace,pair:C-Si:2,pair,,ok,,,,,,,,C-Si,2.0,"none; qualitative diagnostic, not chemical accuracy",-5.792555202858725,-2.992875879385481,0.0,,
mace,pair:C-Si:2.5,pair,,ok,,,,,,,,C-Si,2.5,"none; qualitative diagnostic, not chemical accuracy",-4.162518809807322,-3.1497524016897995,0.0,,
mace,pair:C-Si:3,pair,,ok,,,,,,,,C-Si,3.0,"none; qualitative diagnostic, not chemical accuracy",-2.925648003019603,-1.6491860753518253,0.0,"[0.001, 0.0005]","[5.914544207730188e-07, 1.4786458923943258e-07]"
mace,pair:C-Si:4,pair,,ok,,,,,,,,C-Si,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.2314869620965996,-0.2649226512351784,0.0,,
mace,pair:C-Si:6,pair,,ok,,,,,,,,C-Si,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.08812537,0.0,0.0,,
mace,pair:F-F:0.5,pair,,ok,,,,,,,,F-F,0.5,"none; qualitative diagnostic, not chemical accuracy",82.94289831585259,649.2585875177481,0.0,,
mace,pair:F-F:0.65,pair,,ok,,,,,,,,F-F,0.65,"none; qualitative diagnostic, not chemical accuracy",25.89664190063346,217.1168302719845,0.0,,
mace,pair:F-F:0.8,pair,,ok,,,,,,,,F-F,0.8,"none; qualitative diagnostic, not chemical accuracy",4.332722911854415,67.1041088692793,0.0,"[0.001, 0.0005]","[0.002158214616912346, 0.0005395774557257482]"
mace,pair:F-F:1,pair,,ok,,,,,,,,F-F,1.0,"none; qualitative diagnostic, not chemical accuracy",0.8055258012070281,1.2844364692489414,0.0,,
mace,pair:F-F:1.2,pair,,ok,,,,,,,,F-F,1.2,"none; qualitative diagnostic, not chemical accuracy",-1.0360407194147103,6.158051102575743,0.0,,
mace,pair:F-F:1.5,pair,,ok,,,,,,,,F-F,1.5,"none; qualitative diagnostic, not chemical accuracy",-1.6508730496890314,-1.5713752886972694,0.0,"[0.001, 0.0005]","[2.9514300831756657e-05, 7.378591122098044e-06]"
mace,pair:F-F:2,pair,,ok,,,,,,,,F-F,2.0,"none; qualitative diagnostic, not chemical accuracy",-1.205617275350202,-0.1615211304833002,0.0,,
mace,pair:F-F:2.5,pair,,ok,,,,,,,,F-F,2.5,"none; qualitative diagnostic, not chemical accuracy",-1.1241423822223038,-0.04023367382362518,0.0,,
mace,pair:F-F:3,pair,,ok,,,,,,,,F-F,3.0,"none; qualitative diagnostic, not chemical accuracy",-1.1586154723853999,0.11226037895662734,0.0,"[0.001, 0.0005]","[2.433403562124292e-07, 6.083478999718839e-08]"
mace,pair:F-F:4,pair,,ok,,,,,,,,F-F,4.0,"none; qualitative diagnostic, not chemical accuracy",-1.1378581974002029,-0.11542238963533998,0.0,,
mace,pair:F-F:6,pair,,ok,,,,,,,,F-F,6.0,"none; qualitative diagnostic, not chemical accuracy",-1.03764088,0.0,0.0,,
mace,pair:F-O:0.5,pair,,ok,,,,,,,,F-O,0.5,"none; qualitative diagnostic, not chemical accuracy",87.91787899571383,531.8238254869682,0.0,,
mace,pair:F-O:0.65,pair,,ok,,,,,,,,F-O,0.65,"none; qualitative diagnostic, not chemical accuracy",27.97794896735325,257.0935387466648,0.0,,
mace,pair:F-O:0.8,pair,,ok,,,,,,,,F-O,0.8,"none; qualitative diagnostic, not chemical accuracy",5.242761288511455,64.41258425188462,0.0,"[0.001, 0.0005]","[0.0021350299700912956, 0.0005338092611708589]"
mace,pair:F-O:1,pair,,ok,,,,,,,,F-O,1.0,"none; qualitative diagnostic, not chemical accuracy",2.0696712760142963,11.117846818856425,0.0,,
mace,pair:F-O:1.2,pair,,ok,,,,,,,,F-O,1.2,"none; qualitative diagnostic, not chemical accuracy",-2.9506282146847327,16.812416305905334,0.0,,
mace,pair:F-O:1.5,pair,,ok,,,,,,,,F-O,1.5,"none; qualitative diagnostic, not chemical accuracy",-4.5142545328228305,-2.862751365721829,0.0,"[0.001, 0.0005]","[2.9232017519476017e-05, 7.307986040316905e-06]"
mace,pair:F-O:2,pair,,ok,,,,,,,,F-O,2.0,"none; qualitative diagnostic, not chemical accuracy",-2.5604572856094965,-1.2601878818815409,0.0,,
mace,pair:F-O:2.5,pair,,ok,,,,,,,,F-O,2.5,"none; qualitative diagnostic, not chemical accuracy",-2.1690765811106436,-0.3438796128046653,0.0,,
mace,pair:F-O:3,pair,,ok,,,,,,,,F-O,3.0,"none; qualitative diagnostic, not chemical accuracy",-2.149154597435009,0.11414198868841746,0.0,"[0.001, 0.0005]","[4.539210083920331e-07, 1.1348044376413569e-07]"
mace,pair:F-O:4,pair,,ok,,,,,,,,F-O,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.140095628173826,-0.09715092472390076,0.0,,
mace,pair:F-O:6,pair,,ok,,,,,,,,F-O,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.06720828,0.0,0.0,,
mace,pair:F-Si:0.5,pair,,ok,,,,,,,,F-Si,0.5,"none; qualitative diagnostic, not chemical accuracy",141.28476453517413,256.20027664877307,0.0,,
mace,pair:F-Si:0.65,pair,,ok,,,,,,,,F-Si,0.65,"none; qualitative diagnostic, not chemical accuracy",79.25019463374264,478.1789865526754,0.0,,
mace,pair:F-Si:0.8,pair,,ok,,,,,,,,F-Si,0.8,"none; qualitative diagnostic, not chemical accuracy",29.956284880856423,200.78359784632653,0.0,"[0.001, 0.0005]","[0.0019645658043145886, 0.0004911372518279222]"
mace,pair:F-Si:1,pair,,ok,,,,,,,,F-Si,1.0,"none; qualitative diagnostic, not chemical accuracy",4.421610636328408,76.59596101126434,0.0,,
mace,pair:F-Si:1.2,pair,,ok,,,,,,,,F-Si,1.2,"none; qualitative diagnostic, not chemical accuracy",-4.234434796877316,22.101982865375454,0.0,,
mace,pair:F-Si:1.5,pair,,ok,,,,,,,,F-Si,1.5,"none; qualitative diagnostic, not chemical accuracy",-7.759913520006114,3.1305466827395163,0.0,"[0.001, 0.0005]","[2.5284288523330645e-05, 6.321077965942834e-06]"
mace,pair:F-Si:2,pair,,ok,,,,,,,,F-Si,2.0,"none; qualitative diagnostic, not chemical accuracy",-6.3071883755543325,-5.590752404526707,0.0,,
mace,pair:F-Si:2.5,pair,,ok,,,,,,,,F-Si,2.5,"none; qualitative diagnostic, not chemical accuracy",-3.6796957366185254,-3.5933340125812796,0.0,,
mace,pair:F-Si:3,pair,,ok,,,,,,,,F-Si,3.0,"none; qualitative diagnostic, not chemical accuracy",-2.4887784480549238,-1.5885383135144662,0.0,"[0.001, 0.0005]","[4.555799058003629e-07, 1.1389611342949024e-07]"
mace,pair:F-Si:4,pair,,ok,,,,,,,,F-Si,4.0,"none; qualitative diagnostic, not chemical accuracy",-1.636229969004419,-0.4739080719682499,0.0,,
mace,pair:F-Si:6,pair,,ok,,,,,,,,F-Si,6.0,"none; qualitative diagnostic, not chemical accuracy",-1.3452107400000002,0.0,0.0,,
mace,pair:O-O:0.5,pair,,ok,,,,,,,,O-O,0.5,"none; qualitative diagnostic, not chemical accuracy",77.52688639240563,225.93272208715425,0.0,,
mace,pair:O-O:0.65,pair,,ok,,,,,,,,O-O,0.65,"none; qualitative diagnostic, not chemical accuracy",45.815049066795325,284.2227479510493,0.0,,
mace,pair:O-O:0.8,pair,,ok,,,,,,,,O-O,0.8,"none; qualitative diagnostic, not chemical accuracy",8.206489459758819,132.90008007691176,0.0,"[0.001, 0.0005]","[0.0044324584365256214, 0.0011081761213347363]"
mace,pair:O-O:1,pair,,ok,,,,,,,,O-O,1.0,"none; qualitative diagnostic, not chemical accuracy",-5.616142869642346,40.43898651147887,0.0,,
mace,pair:O-O:1.2,pair,,ok,,,,,,,,O-O,1.2,"none; qualitative diagnostic, not chemical accuracy",-9.397713476311788,3.2249570527796005,0.0,,
mace,pair:O-O:1.5,pair,,ok,,,,,,,,O-O,1.5,"none; qualitative diagnostic, not chemical accuracy",-8.268822467461954,-7.774093751578428,0.0,"[0.001, 0.0005]","[6.918370785591321e-06, 1.7296635439478791e-06]"
mace,pair:O-O:2,pair,,ok,,,,,,,,O-O,2.0,"none; qualitative diagnostic, not chemical accuracy",-3.9589928796885956,-3.487077670734381,0.0,,
mace,pair:O-O:2.5,pair,,ok,,,,,,,,O-O,2.5,"none; qualitative diagnostic, not chemical accuracy",-3.0984781750327506,-0.5755354300338829,0.0,,
mace,pair:O-O:3,pair,,ok,,,,,,,,O-O,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.0604698262918415,0.15762173992890371,0.0,"[0.001, 0.0005]","[4.834169287093459e-07, 1.208542821373726e-07]"
mace,pair:O-O:4,pair,,ok,,,,,,,,O-O,4.0,"none; qualitative diagnostic, not chemical accuracy",-3.130473601005163,-0.02602364653801144,0.0,,
mace,pair:O-O:6,pair,,ok,,,,,,,,O-O,6.0,"none; qualitative diagnostic, not chemical accuracy",-3.09677568,0.0,0.0,,
mace,pair:O-Si:0.5,pair,,ok,,,,,,,,O-Si,0.5,"none; qualitative diagnostic, not chemical accuracy",137.26276058689737,1313.8207487245325,0.0,,
mace,pair:O-Si:0.65,pair,,ok,,,,,,,,O-Si,0.65,"none; qualitative diagnostic, not chemical accuracy",64.82549311778784,204.71136586041962,0.0,,
mace,pair:O-Si:0.8,pair,,ok,,,,,,,,O-Si,0.8,"none; qualitative diagnostic, not chemical accuracy",34.13050165718475,216.5698585054037,0.0,"[0.001, 0.0005]","[0.002058228022036701, 0.0005145776305255367]"
mace,pair:O-Si:1,pair,,ok,,,,,,,,O-Si,1.0,"none; qualitative diagnostic, not chemical accuracy",4.4215287475454454,82.62689650075173,0.0,,
mace,pair:O-Si:1.2,pair,,ok,,,,,,,,O-Si,1.2,"none; qualitative diagnostic, not chemical accuracy",-6.103367392516561,29.613164264501506,0.0,,
mace,pair:O-Si:1.5,pair,,ok,,,,,,,,O-Si,1.5,"none; qualitative diagnostic, not chemical accuracy",-9.932254558106482,1.4596283712250995,0.0,"[0.001, 0.0005]","[3.307162882171255e-05, 8.267941717488014e-06]"
mace,pair:O-Si:2,pair,,ok,,,,,,,,O-Si,2.0,"none; qualitative diagnostic, not chemical accuracy",-7.402601590793524,-6.880079038591704,0.0,,
mace,pair:O-Si:2.5,pair,,ok,,,,,,,,O-Si,2.5,"none; qualitative diagnostic, not chemical accuracy",-4.533581705957425,-4.4007909353415595,0.0,,
mace,pair:O-Si:3,pair,,ok,,,,,,,,O-Si,3.0,"none; qualitative diagnostic, not chemical accuracy",-3.1709654233915616,-1.3864423759160527,0.0,"[0.001, 0.0005]","[1.6293459470517746e-06, 4.073358983447406e-07]"
mace,pair:O-Si:4,pair,,ok,,,,,,,,O-Si,4.0,"none; qualitative diagnostic, not chemical accuracy",-2.5664694747971737,-0.2897840019280539,0.0,,
mace,pair:O-Si:6,pair,,ok,,,,,,,,O-Si,6.0,"none; qualitative diagnostic, not chemical accuracy",-2.37477814,0.0,0.0,,
mace,pair:Si-Si:0.5,pair,,ok,,,,,,,,Si-Si,0.5,"none; qualitative diagnostic, not chemical accuracy",126.62830237909219,567.0058719600933,0.0,,
mace,pair:Si-Si:0.65,pair,,ok,,,,,,,,Si-Si,0.65,"none; qualitative diagnostic, not chemical accuracy",60.688016068141735,354.9534426903806,0.0,,
mace,pair:Si-Si:0.8,pair,,ok,,,,,,,,Si-Si,0.8,"none; qualitative diagnostic, not chemical accuracy",43.38923309476587,73.51431151642825,0.0,"[0.001, 0.0005]","[0.0030874773118512167, 0.0007720845454457503]"
