step,time_fs,potential_eV,kinetic_eV,total_eV,carbon_z_A,carbon_vz_A_fs,carbon_min_original_substrate_distance_A,top_clearance_A
3743,935.75,-1128.3925390914083,21.299503474183012,-1107.0930356172253,41.18982770520539,0.023702830656385156,1.1062442580655525,58.31075491679425
3744,936.0,-1128.4100116565824,21.31686336995654,-1107.0931482866258,41.19569448955393,0.023290520474822697,1.1151892388911318,58.3026118314304
3745,936.25,-1128.414658792317,21.32144240757773,-1107.0932163847392,41.2014729654428,0.022994943526020547,1.124511302075053,58.29440244986621
3746,936.5,-1128.4050905033946,21.311834984779374,-1107.0932555186153,41.20719196131694,0.022812377154405507,1.1340982455328399,58.28614841460762
3747,936.75,-1128.3805402293801,21.287295974062932,-1107.0932442553171,41.21287915402,0.022737507773463072,1.1438415984854922,58.2778705036138
3748,937.0,-1128.3409075066447,21.24767819880392,-1107.0932293078408,41.218560715203665,0.02276382525012962,1.1536380718627972,58.26958836484452
3749,937.25,-1128.2865031436086,21.193345902047508,-1107.0931572415611,41.22426106664506,0.02288399499629944,1.1633905948823657,58.26132033256851
3750,937.5,-1128.2181633636355,21.12507990768155,-1107.093083455954,41.23000271270182,0.02309019953609033,1.1730090573555005,58.25308330158164
3751,937.75,-1128.136968754232,21.043978875506916,-1107.0929898787251,41.235806166413106,0.023374444693603374,1.1824106913370092,58.24489267172851
3752,938.0,-1128.044249124825,20.951371305743006,-1107.092877819082,41.24168993504862,0.02372879398949301,1.1915202125318989,58.236762337053506
3753,938.25,-1127.9415190294385,20.848732629499814,-1107.0927863999386,41.24767056340785,0.024145609403935897,1.200269730242524,58.2287047183071
3754,938.5,-1127.8302684053779,20.73762166898276,-1107.0926467363952,41.253762739750584,0.024617687065130126,1.2085984087825499,58.22073084247149
3755,938.75,-1127.712210945785,20.619639791357088,-1107.092571154428,41.25997940694042,0.025138264287813253,1.2164520939511427,58.212850426199886
3756,939.0,-1127.588853649795,20.49639462704467,-1107.0924590227503,41.266331871894494,0.025701047583535214,1.223782937433071,58.20507195798418
3757,939.25,-1127.4618423953652,20.369473479602398,-1107.0923689157628,41.272829930732186,0.026300225552603994,1.2305489568123291,58.19740279210838
3758,939.5,-1127.3326910361648,20.24042665522103,-1107.0922643809438,41.279481984670795,0.026930462492001074,1.236713618336833,58.18984923565548
3759,939.75,-1127.2029119804502,20.11075535055406,-1107.0921566298962,41.28629516197819,0.02758688869951427,1.2422453986076454,58.18241664006154
3760,940.0,-1127.0739791169763,19.98190522583009,-1107.0920738911461,41.293275429020554,0.02826504943266294,1.2471173801490372,58.17510948448302
3761,940.25,-1126.9472564831376,19.855262713685352,-1107.0919937694523,41.30042768669452,0.028960855735044352,1.2513068933923601,58.16793144819172
3762,940.5,-1126.8240578696132,19.732149540767505,-1107.0919083288456,41.30775585688808,0.029670541487203286,1.2547952008014358,58.160885475483944
3763,940.75,-1126.705641709268,19.61381403065787,-1107.0918276786101,41.31526295743812,0.030390616483284352,1.2575672218724034,58.15397383195372
3764,941.0,-1126.5932028964162,19.501424807532207,-1107.091778088884,41.32295116512972,0.031117816802557378,1.2596113070212673,58.14719815178854
3765,941.25,-1126.4877878203988,19.39606700000412,-1107.0917208203946,41.330821865839404,0.03184906463731772,1.2609190543194169,58.140559475413596
3766,941.5,-1126.3903871551156,19.298736770661733,-1107.091650384454,41.33887569744838,0.03258141940647002,1.261485167222497,58.13405828170829
3767,941.75,-1126.3019235357642,19.21032950584596,-1107.0915940299183,41.34711257554264,0.03331202712156504,1.2613073710613212,58.12769450730011
3768,942.0,-1126.2231816872954,19.131632078767865,-1107.0915496085277,41.355531711009164,0.03403805742334752,1.2603863709673753,58.12146755977476
3769,942.25,-1126.1548511609435,19.06331535690664,-1107.0915358040368,41.36413160425431,0.03475667827671292,1.258725888477906,58.11537631333566
3770,942.5,-1126.0974252149463,19.005921243573496,-1107.0915039713727,41.37291005014752,0.035465012231552205,1.256332688153792,58.109419112515404
3771,942.75,-1126.051323376596,18.959850015580017,-1107.091473361016,41.38186411037009,0.03616008255674304,1.253216710950052,58.10359375141701
3772,943.0,-1126.016814790666,18.92534564658937,-1107.0914691440767,41.39099009142589,0.03683876631682477,1.2493912109955332,58.09789745720579
3773,943.25,-1125.9939588680863,18.902483531365572,-1107.0914753367208,41.4002834935285,0.03749775793465863,1.244872992154079,58.09232685173719
3774,943.5,-1125.9826714023948,18.891161145089146,-1107.0915102573056,41.40973897039322,0.03813354335975798,1.239682631163429,58.086877921371276
3775,943.75,-1125.9826494678855,18.891085364389358,-1107.0915641034962,41.41935026520838,0.038742359944006155,1.233844789326032,58.081545968904145
3776,944.0,-1125.9933417961001,18.901762194804228,-1107.091579601296,41.429110150365226,0.03932015710753262,1.2273885290855227,58.07632556832113
3777,944.25,-1126.0141426548362,18.922490161900857,-1107.0916524929353,41.43901034376215,0.03986255961409483,1.22034771962761,58.07121050196348
3778,944.5,-1126.0440736711025,18.952360159531178,-1107.0917135115712,41.44904143017227,0.04036486378843622,1.212761444864963,58.06619370149629
3779,944.75,-1126.0820520967245,18.99026303980996,-1107.0917890569146,41.45919277565637,0.04082203646299056,1.2046744401058755,58.06126718365535
3780,945.0,-1126.1267999857664,19.034903799632474,-1107.091896186134,41.469452448403764,0.04122874441254827,1.1961375200386046,58.0564219908197
3781,945.25,-1126.1768517419696,19.084826066300455,-1107.0920256756692,41.479807147862644,0.04157937845044469,1.1872079771654498,58.05164813780726
3782,945.5,-1126.230563364923,19.13844465929105,-1107.092118705632,41.49024213762899,0.041868069588248576,1.1779499698130562,58.0469345614923
3783,945.75,-1126.2863147631288,19.194098771793456,-1107.0922159913353,41.50074118265677,0.0420887889452592,1.168434905358003,58.04226907366694
3784,946.0,-1126.342488065362,19.250127823790653,-1107.0923602415712,41.51128653210162,0.04223551379950417,1.1587416315440542,58.03763834816131
3785,946.25,-1126.3974067643285,19.30496508889466,-1107.0924416754337,41.52185893955652,0.04230244752254916,1.1489564648584434,58.03302793603518
3786,946.5,-1126.4497793912888,19.357241490161247,-1107.0925379011276,41.532437755862894,0.042284261593487624,1.1391728999135653,58.028422335254454
3787,946.75,-1126.4984762892127,19.405893703621857,-1107.092582585591,41.54300107035327,0.04217636810115901,1.1294910945807988,58.02380509672687
3788,947.0,-1126.5428609028459,19.45027350045274,-1107.092587402393,41.55352593991347,0.04197519864419881,1.1200169498456731,58.01915899626689
3789,947.25,-1126.5828361138701,19.490246304162497,-1107.0925898097075,41.56398866967537,0.041678518962537894,1.1108609408727599,58.014466245321415
3790,947.5,-1126.6187866404653,19.52625662358397,-1107.0925300168813,41.57436519939474,0.041285712595679855,1.1021364300820096,58.009708781036935
3791,947.75,-1126.6518068388104,19.559356949798254,-1107.0924498890122,41.58463152597321,0.040798036393091076,1.0939577854448663,58.00486858346128
3792,948.0,-1126.6834993213415,19.59118828579113,-1107.0923110355504,41.59476421759128,0.040218879148868084,1.0864380272578167,57.999928061521025
3793,948.25,-1126.7160414457321,19.623887060542163,-1107.09215438519,41.60474096554764,0.03955390270674808,1.0796862315627607,57.9948704673062
3794,948.5,-1126.7519226893783,19.659928974870944,-1107.0919937145072,41.614541168944655,0.03881109015215142,1.0738047194135802,57.98968033501385
3795,948.75,-1126.7937473356724,19.701919643766644,-1107.0918276919058,41.62414651062372,0.03800072575016791,1.0688862222852924,57.98434391332252
3796,949.0,-1126.8440336287022,19.752337954232484,-1107.0916956744697,41.63354153181974,0.03713527253798512,1.0650109528620193,57.97884959680515
3797,949.25,-1126.9048607051373,19.813261852713563,-1107.0915988524237,41.64271414689271,0.036229086906934764,1.0622439010586042,57.97318831235579
3798,949.5,-1126.9776536375284,19.886103569635107,-1107.0915500678934,41.6516560752732,0.035297971945575754,1.0606324298313785,57.96735384346594
3799,949.75,-1127.0629922896624,19.97139042738563,-1107.0916018622768,41.6603631328655,0.034358598966717974,1.0602045135134388,57.96134304899093
3800,950.0,-1127.1603255420923,20.06863169321858,-1107.0916938488738,41.66883537475656,0.0334278677707269,1.0609676138900017,57.95515597028644
3801,950.25,-1127.2681230008602,20.176287529267494,-1107.0918354715927,41.67707706675086,0.032522226258145506,1.062908410637238,57.948795809838714
3802,950.5,-1127.3838949501514,20.291851706957324,-1107.0920432431942,41.68509648788564,0.03165705027634677,1.0659933425769779,57.94226878300598
3803,950.75,-1127.504312388599,20.41203403490434,-1107.0922783536946,41.69290559188904,0.030846079965618223,1.0701698562015078,57.935583863863414
3804,951.0,-1127.625551737845,20.533009950298272,-1107.0925417875467,41.700519527868444,0.030100992661642224,1.0753684372269887,57.92875242536738
3805,951.25,-1127.7434965744615,20.650711657257943,-1107.0927849172035,41.70795608821986,0.029431146541241772,1.0815050536109303,57.92178782488198
3806,951.5,-1127.8541346266866,20.761124250487743,-1107.093010376199,41.715235101139065,0.028843465037806097,1.0884839683295382,57.9147049481163
3807,951.75,-1127.9537408575416,20.860539229799933,-1107.0932016277416,41.722377820738764,0.02834249463360827,1.096200667145918,57.90751975126433
3808,952.0,-1128.0391053557396,20.945756510943035,-1107.0933488447965,41.72940634845587,0.027930532965076596,1.1045446875738671,57.90024882663551
3809,952.25,-1128.1076785251498,21.01423278145853,-1107.0934457436913,41.7363430872213,0.02760780777768549,1.1134023773569062,57.89290899288122
3810,952.5,-1128.157676383853,21.064167299513013,-1107.09350908434,41.74321025234471,0.027372748907351894,1.1226594441055195,57.88551692779907
3811,952.75,-1128.1880339980125,21.0945279403402,-1107.0935060576724,41.75002946167498,0.027222286692104032,1.1322031417244969,57.87808886065232
3812,953.0,-1128.1984697952867,21.105017057883337,-1107.0934527374034,41.756821395690764,0.027152168535114932,1.1419241601802677,57.87064031698815
3813,953.25,-1128.1893935203552,21.09600008797474,-1107.0933934323805,41.76360554594253,0.027157251750203254,1.1517180808350318,57.863185929784414
3814,953.5,-1128.1616874039173,21.06840648982406,-1107.0932809140932,41.77040002156586,0.02723179362284246,1.161486560863134,57.85573929419252
3815,953.75,-1128.1167775839567,21.02361859821265,-1107.0931589857441,41.777221442753955,0.027369716161545654,1.1711380684695603,57.84831288756358
3816,954.0,-1128.0563934445381,20.963360086386608,-1107.0930333581516,41.784084879646635,0.027564820539857152,1.1805883855284551,57.840918023570296
3817,954.25,-1127.9824719801545,20.889588254684895,-1107.0928837254696,41.79100385302388,0.027811001189863464,1.1897607733263196,57.8335648527276
3818,954.5,-1127.897160731256,20.804403358376554,-1107.0927573728795,41.797990380241565,0.028102387327623324,1.1985858905012976,57.82626239687818
3819,954.75,-1127.80255420506,20.709968717052302,-1107.0925854880077,41.80505504668769,0.028433451535025238,1.2070015566825478,57.819018602837176
3820,955.0,-1127.7009046524763,20.60845348834641,-1107.09245116413,41.812207106009076,0.02879905086555543,1.2149523425048345,57.81184041763577
3821,955.25,-1127.5943020954728,20.501987564453703,-1107.0923145310192,41.81945457212047,0.029194417052669445,1.2223891922135992,57.804733857595615
3822,955.5,-1127.484803877771,20.392627582272997,-1107.092176295498,41.82680431453541,0.0296151677617476,1.2292690104110728,57.797704079896974
3823,955.75,-1127.374405927956,20.28233717046194,-1107.0920687574942,41.834262156001344,0.030057299060913187,1.2355542228157144,57.790755455876784
3824,956.0,-1127.264904178679,20.172961939004733,-1107.0919422396742,41.841832964065865,0.030517173079652404,1.241212354942547,57.783891639770566
3825,956.25,-1127.158059708774,20.066210899275806,-1107.0918488094983,41.84952074254117,0.03099147890214092,1.246215614011781,57.77711563737795
3826,956.5,-1127.0554377660155,19.963647643768972,-1107.0917901222465,41.857328703516934,0.03147719517221282,1.2505405296735639,57.77042986012522
3827,956.75,-1126.9583934247494,19.8666794295668,-1107.0917139951825,41.86525934012728,0.031971572209945974,1.2541676235190498,57.763836179693975
3828,957.0,-1126.8681740537286,19.776548361224112,-1107.0916256925045,41.873314489621904,0.032472083891248636,1.2570811162994437,57.75733597537081
3829,957.25,-1126.785901479423,19.694323426588625,-1107.0915780528344,41.881495382072906,0.03297638043741208,1.2592686969498657,57.75093017061318
3830,957.5,-1126.7124019116163,19.620888258198796,-1107.0915136534175,41.889802679840614,0.03348227165670888,1.2607213381279787,57.74461926267779
3831,957.75,-1126.6484483033419,19.55693394858766,-1107.0915143547543,41.89823651790126,0.033987681816667066,1.2614331350146304,57.738403352895936
3832,958.0,-1126.5944314822555,19.50295409782221,-1107.0914773844333,41.90679652074895,0.034490613829217504,1.2614012293617898,57.73228215936242
3833,958.25,-1126.550728842616,19.459236596702542,-1107.0914922459135,41.91548182481587,0.03498912650721705,1.2606257471685711,57.72625503376716
3834,958.5,-1126.51734752208,19.425857688791314,-1107.0914898332887,41.924291084002554,0.03548129207015757,1.2591098084376313,57.720320965546954
3835,958.75,-1126.494191519916,19.402677105722585,-1107.0915144141934,41.93322247085095,0.03596517249105993,1.2568595778780316,57.71447858276614
3836,959.0,-1126.4808826893568,19.3893326268765,-1107.0915500624803,41.942273670248085,0.036438793018263665,1.2538843624348954,57.708726147389726
3837,959.25,-1126.4768548086286,19.38524060363833,-1107.0916142049903,41.95144186736008,0.036900103679237885,1.2501967543244732,57.70306154622502
3838,959.5,-1126.4812682420015,19.389597136421546,-1107.09167110558,41.96072372208771,0.03734695610623466,1.2458128415033736,57.69748227174457
3839,959.75,-1126.4931433573365,19.40138140063927,-1107.0917619566972,41.9701153454132,0.0377770924039206,1.2407524418832874,57.69198540432887
3840,960.0,-1126.5112173557281,19.41936298672607,-1107.091854369002,41.979612268289664,0.038188117079278716,1.2350393837925426,57.68656758891059
3841,960.25,-1126.5340464189649,19.442108747636706,-1107.0919376713282,41.989209403952835,0.038577472849764684,1.2287018391793805,57.68122500668071
3842,960.5,-1126.560072235763,19.467995418799394,-1107.0920768169638,41.99890100471455,0.038942422963283305,1.2217727030207444,57.67595334265188
3843,960.75,-1126.5874448493123,19.495230414370496,-1107.0922144349418,42.00868061543448,0.03928005198819233,1.2142900089206767,57.67074775072806
3844,961.0,-1126.614224292338,19.521879188643883,-1107.092345103694,42.01854103070864,0.03958727239693475,1.206297348690349,57.66560282156447
3845,961.25,-1126.6383733823895,19.54590093400469,-1107.0924724483848,42.02847425163294,0.0398608344056304,1.1978443033996466,57.66051255010848
3846,961.5,-1126.657833121717,19.56519638554782,-1107.0926367361692,42.038471447911455,0.04009734981869489,1.1889868636372491,57.65547030715298
3847,961.75,-1126.6704336553812,19.577658377404774,-1107.0927752779764,42.04852292654229,0.04029331956034725,1.1797878139751679,57.65046881582782
3848,962.0,-1126.674134477973,19.581240361735215,-1107.0928941162379,42.05861810769163,0.040445185822920705,1.1703171156970262,57.64550013348758
3849,962.25,-1126.6670562773943,19.5740481383327,-1107.0930081390616,42.06874551945375,0.040549434923970284,1.160652151712899,57.64055564777776
3850,962.5,-1126.6475444734097,19.554440033969914,-1107.0931044394397,42.078892825153616,0.04060273384616326,1.150877779240214,57.63562609713177
3851,962.75,-1126.6143174394965,19.52114371447122,-1107.0931737250253,42.08904688637683,0.04060209371602539,1.1410861386998021,57.63070161808969
3852,963.0,-1126.5665738135576,19.47337581428719,-1107.0931979992704,42.09919387201163,0.04054503584603652,1.1313761355408303,57.62577182715984
3853,963.25,-1126.5041366145015,19.41095510059776,-1107.0931815139038,42.109319404299846,0.04042976038592933,1.121852642499545,57.62082593046426
3854,963.5,-1126.4275100305676,19.334400924757063,-1107.0931091058105,42.1194087522046,0.040255327463729514,1.1126253360340492,57.61585286890651
3855,963.75,-1126.3380059078336,19.24500139077393,-1107.0930045170596,42.12944706803171,0.040021820909879255,1.1038071655448891,57.610841495811506
3856,964.0,-1126.2376575693488,19.14484039648095,-1107.0928171728679,42.13941966265954,0.039730504486704836,1.0955124766142557,57.605780783550024
3857,964.25,-1126.1293778419495,19.036766157689044,-1107.0926116842604,42.14931232027506,0.039383942718702124,1.0878547468041642,57.6006600598219
3858,964.5,-1126.0166636258364,18.924299712020375,-1107.092363913816,42.15911163401889,0.03898607218136095,1.0809440363693705,57.59546925963632
3859,964.75,-1125.9035515859723,18.811473271706912,-1107.0920783142653,42.16880535636574,0.03854221252561577,1.074884239175528,57.59019918835447
3860,965.0,-1125.794401191175,18.70260199911129,-1107.0917991920637,42.1783827402817,0.038059018788529596,1.0697701851878527,57.58484177780808
3861,965.25,-1125.6935609132051,18.602011542394575,-1107.0915493708105,42.18783486576,0.037544374630878,1.06568476989117,57.57939033144103
3862,965.5,-1125.6050482541323,18.513733833375543,-1107.0913144207568,42.19715492759714,0.037007193846889,1.0626961576956353,57.57383974035281
3863,965.75,-1125.5323654934764,18.441203224192545,-1107.0911622692838,42.20633846268345,0.036457138202132824,1.0608553345523928,57.56818665393337
3864,966.0,-1125.478084668517,18.38699768213485,-1107.0910869863822,42.21538349669821,0.03590425686651713,1.0601941713767316,57.56242958999218
3865,966.25,-1125.443689018488,18.352654526603544,-1107.0910344918843,42.224290591116706,0.03535858624965108,1.060724212678882,57.55656897004807
3866,966.5,-1125.4296584650874,18.33858443531152,-1107.0910740297759,42.23306278982304,0.034829755989071676,1.0624361974821364,57.5506070792496
3867,966.75,-1125.4352723956108,18.344101623935966,-1107.0911707716748,42.24170546911124,0.034326612654192894,1.0653004380125408,57.54454795376577
3868,967.0,-1125.4588757678866,18.367555591604283,-1107.0913201762824,42.250226096150136,0.03385689966269364,1.0692679820149515,57.53839719945724
3869,967.25,-1125.498049095273,18.406541626218218,-1107.0915074690547,42.258633918942586,0.033427032455623354,1.074272449410599,57.53216175911808
3870,967.5,-1125.5498694851995,18.458162798146734,-1107.0917066870527,42.266939612377946,0.033041968740288946,1.0802324370232281,57.52584964675517
3871,967.75,-1125.6112066805363,18.51930507887037,-1107.091901601666,42.27515490331273,0.032705171993039045,1.0870542841735826,57.519469666123335
3872,968.0,-1125.678956978023,18.586886039469995,-1107.092070938553,42.28329219837447,0.03241867287842324,1.0946349661000874,57.51303113130491
3873,968.25,-1125.7502735480666,18.658062174666128,-1107.0922113734005,42.29136423975194,0.032183179040105266,1.1028649551775036,57.50654360829962
3874,968.5,-1125.82269988209,18.73038560132978,-1107.0923142807603,42.29938378789452,0.031998211842742555,1.1116310165344523,57.50001667681603
3875,968.75,-1125.8942909017205,18.801898459743047,-1107.0923924419774,42.307363345673316,0.031862283315793556,1.1208187956366016,57.493459723189844
3876,969.0,-1125.9636046513915,18.871168084561656,-1107.0924365668297,42.315314929552414,0.03177309057682888,1.1303150884586222,57.486881768594266
3877,969.25,-1126.029703952372,18.93726710236661,-1107.0924368500055,42.32324989096173,0.03172771136524421,1.1400097755487855,57.480291334938464
3878,969.5,-1126.0921685397625,18.999718224743486,-1107.092450315019,42.33117878523504,0.0317227841139349,1.1497973870331946,57.47369634647482
3879,969.75,-1126.1508331671357,19.05841602878212,-1107.0924171383535,42.3391112830187,0.03175468067894522,1.1595783197244371,57.46710406329043
3880,970.0,-1126.2059479430318,19.113538143345032,-1107.0924097996867,42.34705612557451,0.031819652636521034,1.1692596587941488,57.460521047751406
3881,970.25,-1126.2578112334013,19.165457051678455,-1107.0923541817228,42.35502110933696,0.03191395309959198,1.178755727916628,57.45395315290949
3882,970.5,-1126.3069492653012,19.214655619146598,-1107.0922936461545,42.363013102124306,0.03203394657824882,1.187988318883945,57.44740553467224
3883,970.75,-1126.353908792138,19.261655394028946,-1107.092253398109,42.371038082626086,0.032176188320588744,1.1968866579914625,57.44088268144768
3884,971.0,-1126.3991917297244,19.30696309142101,-1107.0922286383034,42.3791011962846,0.0323374785722411,1.20538719001564,57.434388456096464
3885,971.25,-1126.4432269632816,19.35104412290215,-1107.0921828403796,42.38720682191221,0.03251487690176986,1.213433188520799,57.427926145943744
3886,971.5,-1126.4864738956094,19.39430811703073,-1107.0921657785786,42.39535863473549,0.0327056957367177,1.2209743798832071,57.42149851010862
3887,971.75,-1126.529243528843,19.43710168365821,-1107.0921418451846,42.40355966978057,0.032907497634429676,1.2279665359939858,57.41510782708968
3888,972.0,-1126.571823231876,19.479707514096635,-1107.0921157177793,42.4118123835527,0.033118088572684196,1.2343710370042864,57.40875594106996
3889,972.25,-1126.6144484877586,19.522347512554433,-1107.0921009752042,42.42011871406691,0.03333549953358425,1.240154437637864,57.402444306984066
3890,972.5,-1126.657286040485,19.565190540536793,-1107.092095499948,42.42848013331949,0.03355796694416296,1.2452880624314244,57.39617402991027
3891,972.75,-1126.7004614844918,19.608360592746266,-1107.0921008917455,42.43689769753899,0.03378391202775636,1.249747619533678,57.3899459027957
3892,973.0,-1126.744033999741,19.651948671965197,-1107.092085327776,42.44537208933337,0.0340119168396234,1.253512868865292,57.38376043809765
3893,973.25,-1126.7881025001407,19.696023601348514,-1107.0920788987921,42.4539036559588,0.03424070442027511,1.2565673256082488,57.377617896513286
3894,973.5,-1126.8327175751328,19.740638910465723,-1107.092078664667,42.4624924415435,0.03446911517830577,1.2588980194941612,57.37151831117118
3895,973.75,-1126.877890728414,19.785832119979393,-1107.0920586084346,42.47113821354795,0.03469609019188549,1.2604952898201025,57.365461507495894
3896,974.0,-1126.9236964210868,19.831623438902124,-1107.0920729821846,42.479840486639446,0.03492065745492758,1.2613526332113196,57.359447121131474
3897,974.25,-1126.970093883574,19.87801619517175,-1107.0920776884022,42.48859854227542,0.035141908930264684,1.2614665967381413,57.353474612643275
3898,974.5,-1127.01706392318,19.924997831817155,-1107.092066091363,42.49741144110458,0.03535898473691242,1.2608367244474352,57.347543276827956
3899,974.75,-1127.0645979866385,19.972536079320562,-1107.0920619073179,42.50627803464388,0.035571058091553705,1.2594655454466233,57.34165225147975
3900,975.0,-1127.1126440688968,20.020567650325695,-1107.092076418571,42.515196970150356,0.035777327228630085,1.2573586212004007,57.33580052104797
3901,975.25,-1127.1610802039504,20.068988882095436,-1107.092091321855,42.52416669825819,0.03597700732647578,1.2545246320592287,57.32998692237036
3902,975.5,-1127.2097407355905,20.11764664983201,-1107.0920940857584,42.533185473813596,0.036169311031695114,1.250975513307704,57.324210145299894
3903,975.75,-1127.2584489062428,20.166324933595053,-1107.0921239726479,42.54225135377404,0.03635344288704222,1.246726649490936,57.318468731127666
3904,976.0,-1127.306862987578,20.214734352485962,-1107.092128635092,42.55136219525712,0.036528601593814804,1.2417971035105377,57.312761071118096
3905,976.25,-1127.3546672686934,20.262501590608064,-1107.0921656780854,42.56051565457095,0.03669396422310009,1.236209890462049,57.30708540578102
3906,976.5,-1127.4013439491391,20.309156219255016,-1107.092187729884,42.56970917736867,0.036848687819834434,1.229992307165636,57.301439817480315
3907,976.75,-1127.4463708624244,20.354127241791836,-1107.0922436206326,42.57893999848087,0.03699191577689276,1.2231762930374561,57.295822230308126
3908,977.0,-1127.4890470430255,20.396742715956854,-1107.0923043270686,42.58820513525712,0.037122774327825056,1.215798841177599,57.29023040508611
3909,977.25,-1127.5286033526063,20.436230683688763,-1107.0923726689175,42.59750138564478,0.03724038051307247,1.2079024134164291,57.28466193792315
3910,977.5,-1127.5641423687339,20.4717328087694,-1107.0924095599644,42.606825325513654,0.03734385322544874,1.1995353874455925,57.279114258206825
3911,977.75,-1127.5948157683015,20.502326402772336,-1107.0924893655292,42.61617331225751,0.03743234112774612,1.1907524719494549,57.273584631307266
3912,978.0,-1127.6196066588163,20.527047007977224,-1107.0925596508391,42.625541496077524,0.03750503629870441,1.1816150841714226,57.26807016704799
3913,978.25,-1127.6375595778227,20.544923745847438,-1107.0926358319753,42.634925830406864,0.03756119335257186,1.1721917553870713,57.262567827531974
3914,978.5,-1127.6477173119783,20.555040090177645,-1107.0926772218006,42.64432209275381,0.03760017704453481,1.162558406428077,57.25707444278935
3915,978.75,-1127.6493476331234,20.556610788335817,-1107.0927368447876,42.65372591892913,0.037621511230180475,1.1527984315037998,57.251586736473044
3916,979.0,-1127.6418533325195,20.549074872027287,-1107.0927784604924,42.6631328483689,0.037624932183794826,1.143002571747091,57.24610135988417
3917,979.25,-1127.624970242381,20.532197373789018,-1107.092772868592,42.67253838502103,0.03761044334604632,1.1332684614851911,57.24061493768168
3918,979.5,-1127.5989114940166,20.506169625412124,-1107.0927418686044,42.68193807004192,0.037578359951284,1.123699885044668,57.2351241224582
3919,979.75,-1127.5643840283155,20.47169814435589,-1107.0926858839596,42.69132756499667,0.03752934811064043,1.1144056825136186,57.22962565720132
3920,980.0,-1127.5226334631443,20.430066966259986,-1107.0925664968843,42.70070274409724,0.037464454739068245,1.105498306911839,57.224116444539945
3921,980.25,-1127.4755954742432,20.383166081023937,-1107.0924293932192,42.7100597923662,0.03738511867384695,1.0970919949494418,57.2185936204392
3922,980.5,-1127.4257177710533,20.33347143981711,-1107.0922463312363,42.71939530343417,0.03729316416801971,1.0893005834187242,57.21305462762034
3923,980.75,-1127.3760085776448,20.283966387182797,-1107.092042190462,42.72870637445021,0.03719077361168651,1.082235011277851,57.20749728681324
3924,981.0,-1127.329833842814,20.23800088713798,-1107.091832955676,42.73799069024001,0.03708043317830075,1.0760005997304751,57.20191985993687
3925,981.25,-1127.2906974479556,20.199088631181453,-1107.0916088167742,42.747246591039364,0.036964852803696956,1.0706941913302226,57.1963211009491
3926,981.5,-1127.26204752177,20.170652758012213,-1107.0913947637578,42.75647311664186,0.036846880993963015,1.0664012415049247,57.19070028898992
3927,981.75,-1127.2469958290458,20.155745368202002,-1107.0912504608439,42.765670031536345,0.03672938914829002,1.0631930042872741,57.18505724725302
3928,982.0,-1127.2479432299733,20.15676522419336,-1107.09117800578,42.774837811216,0.036615133572142265,1.0611240007691012,57.17939233270748
3929,982.25,-1127.2663597539067,20.175210867747854,-1107.0911488861589,42.783977598322416,0.03650663650523863,1.0602299868077651,57.173706403173675
3930,982.5,-1127.3027012124658,20.211505766125217,-1107.0911954463406,42.79309112946862,0.03640606886126279,1.0605265459022943,57.16800076238679
3931,982.75,-1127.356219984591,20.264922406907242,-1107.0912975776837,42.80218063275305,0.036315157398779975,1.0620085051748336,57.162277083057006
3932,983.0,-1127.4250976517797,20.33361969328344,-1107.0914779584962,42.81124870816801,0.0362351093626378,1.064650106100689,57.156537317088045
3933,983.25,-1127.506494037807,20.414788695139585,-1107.0917053426674,42.82029818743437,0.036166587074285744,1.068406045408358,57.15078359035024
3934,983.5,-1127.59684317559,20.50488198084258,-1107.0919611947475,42.829332001705154,0.03610972722470268,1.0732131869708064,57.145018103361046
3935,983.75,-1127.6921178177,20.599896030688008,-1107.0922217870118,42.83835305104672,0.036064173894232276,1.0789928669137532,57.13924303330011
3936,984.0,-1127.7881387472153,20.695672675197542,-1107.0924660720177,42.84736408865227,0.03602914926528685,1.085653600223584,57.13346044708434
3937,984.25,-1127.8808817267418,20.78817976929932,-1107.0927019574424,42.85636762567936,0.03600354733712753,1.0930939730058322,57.127672229926134
3938,984.5,-1127.966637417674,20.873749804977376,-1107.0928876126966,42.865365862320836,0.03598601574985504,1.1012055059032457,57.121880033586
3939,984.75,-1128.0422959923744,20.949257523668916,-1107.0930384687056,42.87436063355429,0.035975050261258405,1.1098754856203379,57.11608523564479
3940,985.0,-1128.1053750514984,21.01223565613462,-1107.0931393953638,42.883353387451464,0.03596908575381811,1.1189895749251768,57.11028892321979
3941,985.25,-1128.1541045755148,21.060924647102635,-1107.0931799284122,42.8923451764312,0.03596655597598592,1.1284341866188257,57.10449188639806
3942,985.5,-1128.1874768584967,21.094264000245495,-1107.0932128582513,42.90133666543946,0.03596595853662269,1.1380984539842909,57.09866333456054
3943,985.75,-1128.2050370424986,21.111843939218982,-1107.0931931032796,42.91032815569951,0.03596590229108033,1.1478758971533511,57.08967184430049
3944,986.0,-1128.2069628685713,21.11382181095207,-1107.0931410576193,42.919319616585,0.03596513514700723,1.1576656771446459,57.080680383415
3945,986.25,-1128.193866416812,21.100821453981542,-1107.0930449628304,42.928310723273015,0.03596256220576682,1.1673735213475416,57.071689276726985
